,Is safe from accidents,Has comftarble seating,Gives me the ability to work read and sleep,Is relaxing,Is mostly on time,Can interact with tohers,Is clean,Is good for the environment,Is a good value for the money,Is convienent to use,Overall Rating
5292,9,5,8,9,1,6,9,6,9,2,7
5293,4,5,4,10,3,7,10,10,3,1,1
5294,1,5,9,3,2,4,10,7,7,4,3
5295,10,5,5,10,5,6,8,7,9,8,10
5296,2,3,10,1,1,8,1,7,7,2,3
5297,1,7,7,8,2,2,8,3,8,2,2
5298,3,10,5,10,8,9,5,8,3,8,3
5299,6,7,5,7,4,5,5,10,3,2,5
5300,2,3,10,5,1,6,10,7,2,2,6
5301,8,3,3,1,7,7,5,8,10,1,9
5302,9,3,9,9,4,5,9,7,2,1,10
5303,1,8,1,9,4,10,8,10,2,2,4
5304,5,2,8,5,2,3,8,9,3,8,5
5305,2,9,6,9,4,7,1,3,10,7,8
5306,7,1,10,1,8,6,7,4,5,9,5
5307,10,8,4,4,10,1,3,8,8,2,3
5308,7,5,4,5,8,6,6,8,5,3,6
5309,8,1,7,8,5,5,3,3,5,3,4
5310,4,9,7,8,6,7,4,1,7,2,9
5311,10,4,10,8,8,8,1,6,7,7,9
5312,5,6,6,8,10,4,5,1,2,10,8
5313,2,7,10,6,9,1,9,1,5,3,9
5314,8,9,7,3,2,4,6,2,10,7,6
5315,9,6,3,6,2,9,9,9,3,10,2
5316,5,2,3,1,5,7,5,1,1,10,6
5317,7,5,9,10,4,2,9,9,2,6,7
5318,2,1,10,5,5,6,9,7,6,10,5
5319,1,8,9,7,6,10,4,1,8,9,2
5320,10,7,2,1,7,3,4,10,2,3,8
5321,7,7,8,9,5,5,9,6,4,8,8
5322,6,5,10,2,6,5,5,7,9,9,2
5323,3,8,6,5,8,4,6,4,5,6,3
5324,1,10,3,5,2,8,9,1,9,6,3
5325,4,3,8,2,5,9,2,9,4,9,2
5326,3,1,9,8,2,7,3,9,1,4,6
5327,3,1,6,4,2,10,5,5,9,4,1
5328,7,4,3,7,2,9,2,4,10,9,6
5329,5,10,9,8,3,2,3,1,8,5,6
5330,9,5,5,10,10,4,9,9,8,2,6
5331,5,3,10,8,2,10,9,9,10,7,9
5332,10,6,10,3,8,8,4,5,10,6,5
5333,3,2,4,1,5,5,9,1,2,4,7
5334,6,1,4,5,5,2,9,4,7,5,8
5335,4,9,3,5,10,3,2,7,9,1,1
5336,8,8,2,5,10,1,8,8,7,7,1
5337,9,10,10,1,6,6,5,8,5,7,1
5338,7,8,1,3,5,2,1,8,5,7,1
5339,3,8,10,3,2,3,10,5,4,1,8
5340,2,1,9,4,2,8,3,5,5,10,9
5341,6,9,5,3,8,6,1,6,9,9,6
5342,1,8,4,9,8,3,2,2,2,7,10
5343,2,7,2,3,4,1,10,6,9,1,4
5344,3,7,1,1,10,8,4,6,5,8,6
5345,7,8,7,4,9,5,9,10,9,6,9
5346,5,9,4,4,6,2,4,2,7,7,9
5347,8,2,1,4,6,3,6,10,8,2,7
5348,9,1,2,7,1,4,5,4,2,1,3
5349,5,9,8,5,10,9,7,1,7,2,7
5350,2,7,6,1,6,6,7,9,2,10,2
5351,7,4,8,2,2,6,10,9,5,2,2
5352,7,1,3,7,2,10,8,3,8,4,3
5353,3,7,3,1,5,6,5,5,6,2,10
5354,8,2,9,5,4,9,1,6,6,5,3
5355,6,10,8,3,6,10,9,10,6,7,6
5356,3,4,9,1,10,4,2,2,1,4,7
5357,4,4,1,7,7,9,10,5,1,7,9
5358,7,1,6,1,9,2,3,8,7,4,10
5359,4,8,4,4,5,8,2,9,9,9,1
5360,10,9,6,8,8,9,5,4,8,7,9
5361,3,3,1,3,6,5,5,10,6,2,4
5362,6,1,6,1,3,2,3,5,6,8,9
5363,6,6,4,1,1,3,8,5,1,1,10
5364,5,3,2,4,4,5,4,2,6,1,10
5365,10,10,7,8,6,2,7,6,10,9,8
5366,6,1,10,3,2,10,10,3,6,5,9
5367,2,6,4,9,9,6,5,4,10,5,10
5368,7,3,7,1,9,7,1,2,8,6,1
5369,6,9,3,7,6,8,10,10,7,4,7
5370,6,8,2,6,6,7,5,10,2,1,4
5371,5,9,4,1,10,7,3,10,6,7,3
5372,3,6,8,4,10,9,8,2,9,2,2
5373,2,7,4,8,3,9,6,9,5,4,9
5374,4,5,10,9,5,8,9,4,9,10,7
5375,4,7,2,9,1,4,7,2,7,10,5
5376,4,4,10,8,2,2,9,8,4,5,6
5377,9,8,5,6,7,6,10,8,4,8,9
5378,2,1,9,9,9,5,6,10,2,10,1
5379,10,3,8,5,8,5,2,1,4,4,2
5380,7,8,7,5,2,7,4,2,7,7,10
5381,3,7,5,6,8,8,7,7,7,4,2
5382,10,7,9,2,8,4,9,4,5,10,7
5383,4,10,7,10,4,9,4,1,7,6,10
5384,5,8,10,3,1,9,9,7,9,9,1
5385,3,2,1,6,2,4,9,4,7,1,1
5386,9,3,5,4,5,5,3,5,6,6,6
5387,7,7,3,5,5,2,5,7,2,1,7
5388,3,4,6,9,6,8,9,2,5,4,1
5389,6,2,8,4,9,6,8,4,6,1,10
5390,7,2,8,8,3,3,2,3,9,6,2
5391,9,8,9,9,3,4,4,7,2,7,6
5392,7,5,1,1,9,8,10,5,2,8,3
5393,2,5,9,8,6,9,2,4,7,1,2
5394,9,2,8,8,7,7,8,9,6,1,6
5395,6,6,1,2,9,8,7,8,10,5,7
5396,9,10,3,3,8,8,4,10,2,2,1
5397,8,6,9,10,5,7,7,5,10,5,9
5398,4,1,3,7,7,7,4,9,7,7,9
5399,7,7,3,7,9,10,9,5,6,3,3
5400,1,8,1,1,7,6,4,5,2,2,9
5401,7,1,4,2,10,7,7,6,5,8,10
5402,3,4,5,9,1,7,9,5,4,9,2
5403,3,8,8,4,3,2,10,4,8,9,2
5404,1,1,7,4,2,6,10,7,3,7,3
5405,1,7,2,1,4,5,1,7,5,3,6
5406,8,5,1,4,2,8,1,7,1,6,2
5407,5,10,10,9,1,3,8,4,2,1,5
5408,10,10,6,4,1,3,4,10,4,3,6
5409,8,2,4,7,6,8,3,1,5,8,1
5410,6,5,1,5,2,1,8,5,1,5,3
5411,1,6,3,10,10,7,6,3,1,10,10
5412,1,10,2,10,8,1,4,4,10,1,2
5413,3,9,1,7,3,8,8,6,6,7,3
5414,5,7,8,10,9,4,10,4,8,7,4
5415,4,6,1,2,7,5,9,8,4,7,5
5416,10,7,3,7,7,10,3,7,2,10,7
5417,8,1,4,8,10,4,2,1,2,9,1
5418,3,4,6,2,7,2,2,6,5,9,5
5419,6,5,5,6,9,3,8,7,10,6,8
5420,9,8,8,4,9,8,6,8,6,10,6
5421,6,8,9,2,3,6,2,3,5,7,4
5422,8,8,3,8,10,2,4,10,9,1,8
5423,8,7,5,4,10,6,7,4,6,9,10
5424,10,8,9,3,9,7,3,1,6,9,10
5425,7,3,1,2,10,2,7,3,1,6,9
5426,3,3,2,7,9,6,6,5,7,1,10
5427,8,3,5,1,10,7,1,7,6,9,5
5428,2,9,6,1,3,5,8,9,9,10,10
5429,2,8,6,4,3,7,4,4,3,9,2
5430,6,4,8,5,6,5,3,6,6,5,2
5431,8,2,1,6,6,8,10,9,8,9,7
5432,3,6,3,7,7,3,1,6,8,4,1
5433,8,7,10,1,4,6,7,4,8,10,9
5434,4,8,10,2,1,4,2,6,5,9,9
5435,3,8,2,3,8,9,9,2,6,2,3
5436,9,6,7,6,10,9,4,8,1,7,5
5437,3,7,4,4,3,9,1,7,2,6,9
5438,10,7,8,2,8,10,8,7,5,7,10
5439,8,9,1,8,8,7,1,4,9,2,7
5440,5,10,3,1,7,9,10,5,4,10,6
5441,7,7,10,2,4,2,3,9,2,3,2
5442,2,9,3,3,7,4,8,1,2,6,5
5443,8,5,1,10,7,2,7,2,10,5,3
5444,2,1,8,9,3,6,2,9,6,5,10
5445,4,7,4,9,3,6,9,6,9,5,2
5446,3,5,4,9,7,2,1,5,4,4,3
5447,3,1,7,7,8,3,10,2,2,6,8
5448,2,10,4,6,4,2,3,4,1,3,2
5449,5,6,1,9,8,10,6,10,3,1,10
5450,5,3,10,4,9,8,10,4,8,6,9
5451,2,3,3,2,6,2,8,2,2,8,5
5452,5,8,3,5,2,8,3,8,6,8,2
5453,7,4,6,1,7,6,10,3,2,5,4
5454,3,8,8,8,10,1,3,9,5,1,3
5455,10,8,8,8,9,6,10,7,2,7,1
5456,6,10,6,1,9,8,6,4,2,10,10
5457,10,4,3,3,2,4,6,7,3,6,6
5458,9,2,9,2,4,6,3,8,9,6,6
5459,9,1,8,7,4,6,4,7,8,4,8
5460,6,7,4,10,6,5,6,7,6,5,6
5461,5,4,8,4,1,2,9,6,7,7,9
5462,4,4,5,4,8,3,9,7,5,9,6
5463,8,5,7,8,6,6,10,8,8,9,4
5464,7,3,6,3,2,3,8,6,1,1,1
5465,5,4,1,9,5,7,10,2,5,2,8
5466,2,8,9,9,8,6,10,4,2,9,10
5467,2,10,7,9,8,10,8,4,10,9,10
5468,10,7,6,8,6,9,8,9,7,10,3
5469,7,6,1,7,9,7,5,4,5,6,10
5470,7,2,6,3,2,1,6,9,7,10,8
5471,5,5,8,2,2,2,2,1,10,8,5
5472,1,10,9,7,10,6,3,7,1,5,4
5473,10,9,2,9,8,3,6,7,10,5,5
5474,3,3,8,4,6,8,5,6,6,9,2
5475,5,9,3,6,7,7,8,10,9,1,9
5476,9,6,3,9,7,7,1,3,1,9,6
5477,7,7,2,3,8,10,9,8,4,10,10
5478,3,4,1,3,5,8,6,5,10,9,8
5479,6,10,1,9,6,5,5,2,6,1,8
5480,9,8,3,10,7,10,10,7,7,7,6
5481,8,9,9,3,4,5,7,8,6,2,9
5482,7,4,2,10,10,8,5,7,7,5,3
5483,1,8,8,6,4,10,7,5,2,6,2
5484,4,9,6,8,10,1,4,8,3,9,2
5485,7,6,7,5,6,3,2,4,3,10,1
5486,8,3,8,3,2,10,10,3,8,8,10
5487,8,9,5,8,10,9,7,6,2,6,3
5488,7,10,9,4,9,6,2,7,2,8,6
5489,10,3,10,3,7,6,1,2,4,4,4
5490,8,1,8,9,9,3,6,5,4,4,10
5491,7,9,6,7,1,8,8,7,4,4,10
5492,4,6,6,8,3,4,6,5,9,9,1
5493,5,3,5,4,3,4,8,1,5,1,1
5494,9,4,3,2,9,1,7,6,9,5,3
5495,10,6,1,10,10,5,4,8,8,9,3
5496,2,9,6,2,2,1,4,8,4,3,2
5497,9,9,5,3,10,9,10,8,3,10,9
5498,4,8,3,5,3,3,7,4,7,4,8
5499,1,2,8,7,4,3,8,2,7,1,6
5500,8,1,3,5,6,7,7,6,4,7,6
5501,2,2,10,2,4,6,9,3,2,10,8
5502,9,3,5,10,6,5,5,9,6,1,6
5503,7,3,7,4,8,8,2,4,5,1,4
5504,7,3,1,6,2,4,10,10,10,9,3
5505,1,7,9,1,6,6,1,2,1,9,5
5506,6,7,9,3,6,7,3,2,8,6,9
5507,4,6,4,9,3,1,6,8,5,3,2
5508,6,5,6,1,1,5,8,9,10,1,10
5509,9,10,6,2,3,9,10,8,10,7,5
5510,5,1,1,5,5,3,2,6,2,5,7
5511,10,2,8,4,8,3,7,6,5,8,10
5512,8,4,6,5,5,7,2,3,3,9,10
5513,10,4,10,7,9,2,2,2,6,6,7
5514,1,8,9,4,10,3,4,4,9,10,2
5515,10,5,4,7,2,6,1,9,4,6,10
5516,7,5,5,2,5,8,3,2,1,4,4
5517,2,3,6,5,3,3,2,9,8,4,5
5518,10,5,7,9,6,3,9,8,9,4,10
5519,9,6,3,10,2,9,2,4,6,8,5
5520,1,7,7,10,1,2,5,5,5,10,10
5521,10,5,9,1,10,2,6,8,1,5,4
5522,3,4,10,10,9,10,2,2,3,3,2
5523,8,1,9,2,1,10,1,5,9,7,7
5524,4,5,10,5,9,7,6,1,10,4,9
5525,9,9,8,8,6,3,4,8,4,4,10
5526,9,8,7,10,7,3,1,3,1,2,7
5527,8,10,2,5,5,4,9,10,4,1,7
5528,2,4,7,2,2,4,10,1,4,5,3
5529,2,7,5,8,2,9,2,6,2,6,9
5530,7,8,1,10,5,4,5,4,4,6,2
5531,10,10,1,7,1,1,8,2,4,6,2
5532,4,2,9,8,1,6,2,9,6,6,6
5533,1,9,9,10,2,1,6,5,2,10,4
5534,7,3,4,6,1,2,3,5,3,6,4
5535,9,5,2,8,3,10,10,7,8,7,7
5536,2,3,5,2,4,1,2,6,6,4,1
5537,7,6,3,5,5,6,10,1,6,7,7
5538,8,2,7,10,9,2,9,6,8,8,5
5539,9,5,7,9,2,7,7,2,6,7,3
5540,2,5,7,3,4,2,5,1,6,7,6
5541,3,2,10,9,2,1,6,6,4,10,9
5542,6,2,1,9,5,9,1,1,4,9,10
5543,4,9,2,4,7,1,2,4,7,2,7
5544,5,5,3,5,6,3,4,10,6,2,6
5545,1,6,8,2,8,3,8,6,8,2,4
5546,8,6,1,7,6,4,8,7,5,8,3
5547,6,5,1,1,3,9,7,10,8,8,5
5548,3,9,3,1,4,1,6,6,10,7,8
5549,9,7,1,4,6,6,1,1,10,3,3
5550,5,9,6,8,5,2,7,6,1,7,7
5551,2,10,5,6,1,5,8,10,9,8,4
5552,3,1,3,2,9,10,3,8,1,9,2
5553,3,4,5,4,6,9,7,9,9,4,1
5554,10,2,8,1,7,4,9,9,7,7,1
5555,9,2,2,9,5,3,3,9,5,9,6
5556,4,7,2,3,1,4,9,5,5,9,3
5557,5,9,4,8,4,2,2,9,6,4,5
5558,10,6,4,4,8,8,1,3,9,4,3
5559,9,4,1,4,9,9,3,10,10,4,7
5560,3,2,8,6,3,9,6,6,4,3,2
5561,3,5,9,7,7,10,5,7,3,4,6
5562,3,9,10,8,8,7,3,9,5,9,2
5563,3,4,8,3,6,6,5,5,6,8,4
5564,2,4,8,2,5,8,4,2,10,2,1
5565,7,6,2,9,9,1,10,4,10,8,1
5566,2,3,10,7,8,3,10,5,10,3,9
5567,7,2,5,1,6,7,6,9,4,10,8
5568,6,6,8,4,2,2,3,2,5,1,7
5569,7,1,1,5,9,9,3,4,3,5,2
5570,10,6,6,1,9,6,5,6,2,9,1
5571,4,3,5,5,3,1,4,9,9,10,1
5572,5,7,7,2,8,5,9,5,6,2,3
5573,1,5,5,8,10,9,3,9,8,8,9
5574,10,4,4,9,9,2,4,6,4,1,3
5575,3,6,4,4,2,3,3,4,9,10,10
5576,7,9,8,6,5,3,9,5,1,7,7
5577,4,1,7,4,10,4,2,7,7,1,1
5578,6,4,1,8,9,8,6,9,9,6,10
5579,9,3,2,3,6,4,2,9,6,9,2
5580,1,6,1,4,5,8,5,7,9,6,3
5581,4,6,10,9,6,9,4,4,1,4,1
5582,3,4,6,5,8,9,8,8,6,10,5
5583,2,7,3,5,2,5,3,5,7,8,7
5584,9,6,6,9,9,8,6,1,8,9,7
5585,4,6,4,2,4,2,2,5,1,6,9
5586,3,3,1,5,8,4,1,10,1,9,1
5587,8,5,8,8,5,2,9,7,5,3,6
5588,9,10,3,1,5,6,2,8,3,7,6
5589,9,7,5,10,10,1,10,9,6,10,5
5590,7,10,6,5,10,1,4,2,3,3,4
5591,3,9,1,10,4,3,9,1,9,2,2
5592,7,3,10,3,10,5,2,8,10,8,10
5593,1,10,9,8,9,8,1,4,2,10,2
5594,8,8,3,3,10,9,2,7,10,6,10
5595,8,6,8,4,8,4,1,1,10,9,2
5596,4,5,3,8,9,1,5,8,7,6,2
5597,1,8,10,10,10,4,4,9,8,8,1
5598,4,6,2,4,6,6,7,8,3,3,10
5599,1,5,9,8,9,9,4,3,7,5,2
5600,10,8,10,4,7,5,10,6,7,2,9
5601,5,5,7,7,5,9,1,10,9,1,1
5602,3,6,6,8,10,7,3,2,4,9,3
5603,5,9,1,6,10,6,5,9,9,3,6
5604,5,6,5,5,1,3,2,1,1,2,9
5605,2,5,3,2,8,9,1,10,4,2,2
5606,7,3,9,5,2,4,8,6,10,8,5
5607,8,5,7,6,6,1,10,7,9,4,8
5608,7,8,5,3,5,9,2,3,2,5,6
5609,9,7,4,2,9,8,3,9,1,4,9
5610,1,3,2,10,10,10,4,7,5,5,8
5611,4,3,9,10,2,3,1,7,8,8,8
5612,7,8,3,9,6,3,1,7,3,7,9
5613,9,1,10,4,10,9,5,5,9,1,2
5614,8,3,3,3,5,1,7,2,8,8,7
5615,8,6,2,7,2,5,1,3,3,4,3
5616,9,9,6,5,10,1,3,8,5,3,10
5617,10,1,1,10,7,1,8,5,8,2,5
5618,6,9,1,9,8,4,5,7,1,3,2
5619,3,5,4,5,4,2,1,9,7,9,5
5620,6,2,10,6,9,9,8,2,8,6,8
5621,2,9,4,6,6,3,7,5,9,10,1
5622,1,8,2,5,2,9,9,5,4,4,3
5623,7,10,2,7,8,5,7,2,7,1,9
5624,3,5,8,2,6,4,6,8,9,10,6
5625,5,3,1,3,4,1,2,3,8,10,8
5626,8,10,6,6,5,5,5,7,4,6,5
5627,7,4,7,4,8,5,10,2,5,1,8
5628,2,5,6,3,2,2,5,5,6,2,3
5629,5,1,10,2,9,9,8,9,1,8,10
5630,4,3,8,2,8,8,7,3,1,5,5
5631,3,4,3,5,9,1,2,2,1,8,2
5632,8,7,9,8,9,7,10,4,4,7,4
5633,8,4,4,8,1,7,1,1,5,10,9
5634,4,1,4,6,9,7,10,4,1,1,4
5635,2,2,2,2,8,8,6,10,8,6,9
5636,4,7,8,1,6,9,9,8,1,9,5
5637,3,9,10,3,2,5,10,2,3,8,1
5638,10,6,6,1,10,2,3,10,3,9,4
5639,2,5,3,5,2,9,10,8,3,6,7
5640,10,9,3,5,1,1,5,9,1,8,1
5641,3,10,6,8,10,5,5,1,9,8,1
5642,4,2,5,3,8,6,7,7,1,4,2
5643,7,2,2,10,10,6,2,3,8,6,2
5644,8,10,9,1,2,10,3,8,5,10,8
5645,9,5,8,10,9,2,1,1,10,2,7
5646,4,8,1,2,5,2,3,6,7,2,9
5647,3,4,3,9,8,10,7,1,7,3,2
5648,1,1,7,6,1,6,10,3,1,5,4
5649,4,10,3,5,9,4,7,10,5,7,4
5650,6,1,4,10,6,9,6,5,1,9,5
5651,7,7,4,4,7,4,4,2,6,4,3
5652,5,8,10,3,7,3,6,4,4,8,10
5653,6,9,9,9,5,6,4,7,9,6,9
5654,2,5,6,5,5,4,8,7,9,2,2
5655,6,5,10,9,9,5,6,2,6,10,10
5656,6,6,9,10,2,2,9,3,10,6,4
5657,7,5,2,5,10,6,10,1,3,4,1
5658,3,5,6,7,7,8,6,7,2,3,2
5659,8,2,2,1,9,5,1,2,9,2,5
5660,4,3,5,1,2,6,8,5,6,4,1
5661,6,4,2,6,7,3,8,9,6,9,4
5662,7,1,6,6,7,3,7,10,8,10,1
5663,6,4,2,8,3,4,10,7,7,5,1
5664,4,5,2,5,9,6,3,10,1,2,6
5665,7,9,3,3,8,6,4,9,10,7,7
5666,2,3,9,9,8,1,4,4,6,4,1
5667,4,5,2,5,9,7,7,3,1,1,9
5668,4,4,4,7,2,6,2,2,2,1,1
5669,2,9,4,10,2,2,7,4,4,9,2
5670,2,3,1,5,4,9,2,7,5,7,6
5671,4,3,3,2,4,2,9,8,6,5,8
5672,5,10,4,9,6,5,2,1,1,8,7
5673,10,2,9,9,9,5,6,8,3,9,6
5674,6,7,5,2,8,6,6,3,9,7,6
5675,10,8,2,6,2,2,6,4,8,10,2
5676,3,2,10,5,2,2,7,5,9,8,10
5677,5,5,10,10,4,1,10,2,9,4,2
5678,5,7,8,4,2,10,6,8,6,7,2
5679,6,10,10,3,9,7,4,7,9,7,4
5680,5,3,7,6,9,9,7,8,5,4,5
5681,9,7,5,6,10,6,7,9,8,6,5
5682,7,7,10,4,6,8,2,1,8,3,7
5683,4,9,4,4,6,2,7,10,1,10,3
5684,2,2,9,7,7,6,4,6,2,10,10
5685,9,3,4,1,6,10,9,3,4,5,10
5686,7,4,6,9,9,3,10,4,6,4,1
5687,9,7,7,7,10,8,4,6,6,7,10
5688,1,5,4,8,4,6,6,9,4,2,4
5689,1,9,5,3,4,1,5,9,1,1,1
5690,7,9,2,2,8,3,2,2,10,10,5
5691,4,10,9,8,6,3,6,9,7,6,3
5692,7,9,3,1,10,8,4,1,8,8,4
5693,2,7,3,6,8,10,1,10,5,6,4
5694,8,6,8,6,6,6,2,8,4,10,2
5695,6,4,10,9,7,4,1,7,9,3,1
5696,10,3,1,3,9,2,5,6,3,8,7
5697,9,9,10,5,4,3,1,8,9,5,3
5698,1,10,10,10,7,10,5,4,7,1,8
5699,2,7,2,10,3,3,2,8,3,5,1
5700,2,5,10,1,8,3,5,5,3,10,2
5701,2,6,6,8,5,5,1,5,10,3,6
5702,6,8,5,6,3,2,5,9,10,2,7
5703,3,9,4,8,10,9,3,10,6,7,10
5704,2,1,3,3,6,5,6,2,7,1,7
5705,8,8,3,8,2,4,6,9,8,6,10
5706,3,8,5,10,8,8,6,7,7,7,6
5707,9,9,3,8,8,7,3,1,3,5,7
5708,3,7,8,2,4,4,2,7,9,8,1
5709,7,7,10,1,4,10,5,3,2,9,5
5710,1,10,5,4,6,2,1,10,3,8,7
5711,1,4,8,5,4,7,2,1,10,10,10
5712,10,10,5,1,7,2,2,3,10,6,5
5713,2,10,6,5,3,7,9,5,9,4,2
5714,9,2,1,4,10,9,7,8,8,2,4
5715,6,10,6,1,8,6,3,5,3,9,5
5716,9,5,5,3,10,5,3,1,1,4,5
5717,4,3,2,9,4,2,2,9,5,6,7
5718,1,8,9,9,7,10,3,1,6,4,6
5719,6,9,2,9,5,2,7,3,1,4,10
5720,7,3,7,8,6,5,9,7,9,2,3
5721,4,1,4,5,4,5,2,4,5,5,9
5722,8,9,10,3,7,5,7,7,7,3,6
5723,8,9,10,7,5,9,5,4,2,2,2
5724,10,1,3,8,10,4,1,3,9,10,4
5725,10,1,9,5,4,4,10,8,3,2,3
5726,3,2,4,4,2,9,2,3,4,4,5
5727,2,3,7,3,8,2,6,10,3,6,10
5728,4,9,2,10,6,1,7,1,5,8,1
5729,6,9,10,8,7,4,4,2,5,5,5
5730,6,7,3,8,1,3,4,6,8,5,1
5731,1,3,8,8,10,4,2,4,6,4,10
5732,3,4,6,9,4,10,3,9,10,4,1
5733,8,1,7,9,1,8,2,9,6,8,10
5734,10,9,10,3,1,5,8,3,3,6,3
5735,4,2,4,1,5,10,3,6,3,9,5
5736,6,4,10,2,9,7,5,1,7,2,9
5737,9,9,1,1,10,8,3,5,1,3,3
5738,8,7,8,2,6,9,5,7,9,10,8
5739,4,10,8,3,4,6,7,8,4,5,1
5740,4,8,5,1,1,9,5,5,8,4,10
5741,9,8,9,6,3,6,3,7,10,7,1
5742,4,4,10,7,8,7,8,4,1,6,2
5743,5,5,1,2,2,6,1,4,4,7,4
5744,7,8,6,2,3,1,4,5,7,8,9
5745,3,1,1,7,10,10,2,8,7,3,5
5746,10,9,5,10,4,2,9,4,9,8,2
5747,8,5,10,9,5,7,10,1,1,5,3
5748,3,1,5,10,6,1,2,9,1,10,6
5749,3,4,6,2,8,8,3,10,5,1,10
5750,8,9,1,6,8,9,2,4,3,8,7
5751,5,10,7,2,4,5,4,8,8,2,6
5752,8,8,8,9,2,8,7,6,3,5,3
5753,1,4,7,9,3,9,9,1,8,7,4
5754,2,10,6,7,8,7,2,7,6,10,2
5755,2,10,10,5,8,6,5,8,2,7,10
5756,2,10,7,4,7,6,8,4,1,8,6
5757,7,1,2,8,5,10,6,5,5,2,4
5758,7,7,3,1,5,7,2,8,5,8,6
5759,3,6,8,8,6,10,5,9,10,8,4
5760,7,7,1,3,4,4,7,4,9,4,8
5761,3,5,6,7,1,4,2,5,7,8,7
5762,5,7,8,7,2,9,9,5,1,6,9
5763,5,1,7,3,1,8,8,2,10,4,3
5764,8,9,1,3,1,6,9,2,5,9,1
5765,7,3,6,5,9,6,6,3,6,8,7
5766,10,1,10,1,9,7,6,3,2,3,8
5767,10,7,1,5,4,8,7,6,7,3,5
5768,4,10,8,8,9,1,1,4,5,4,8
5769,3,6,5,1,10,9,7,6,3,9,1
5770,5,4,3,1,7,10,7,4,3,10,2
5771,2,5,3,9,5,2,1,2,5,10,8
5772,10,6,9,10,9,3,1,10,2,1,1
5773,1,8,5,7,3,7,10,6,8,9,5
5774,9,9,2,6,3,5,10,6,3,6,9
5775,1,2,8,4,4,6,4,4,8,1,5
5776,7,7,4,9,5,8,6,9,9,10,2
5777,1,2,2,7,10,1,9,1,2,9,5
5778,10,1,8,3,2,9,2,7,6,9,4
5779,10,7,2,10,5,7,6,8,9,1,7
5780,6,10,1,4,3,5,10,4,2,9,3
5781,7,5,2,5,7,8,6,9,10,10,5
5782,7,5,6,7,2,3,3,5,3,8,9
5783,1,10,2,5,10,4,7,2,6,9,9
5784,4,2,4,7,9,8,7,1,9,2,5
5785,6,9,4,8,8,6,7,4,1,9,5
5786,6,4,4,2,3,3,4,7,5,2,5
5787,8,10,6,1,8,6,9,1,2,2,1
5788,3,8,1,8,2,4,1,6,1,3,3
5789,1,10,3,3,6,10,7,4,8,6,2
5790,2,9,5,9,1,10,7,1,10,8,5
5791,6,9,7,7,6,4,1,3,9,8,8
5792,7,10,3,4,4,7,1,5,5,7,8
5793,8,6,2,10,1,3,9,7,2,1,9
5794,1,5,3,8,9,6,6,9,9,7,10
5795,1,2,5,7,4,10,3,3,5,9,5
5796,8,7,9,4,1,5,5,8,5,4,5
5797,9,10,10,8,4,5,1,3,2,8,8
5798,3,1,8,8,3,5,5,2,2,8,5
5799,10,1,7,7,8,6,8,6,9,2,4
5800,4,1,1,3,5,8,7,8,3,9,5
5801,8,2,2,4,9,3,3,7,2,5,3
5802,5,3,9,6,1,7,8,9,1,8,6
5803,8,10,5,4,5,2,9,4,5,4,1
5804,7,7,7,4,9,9,5,3,3,7,7
5805,1,3,4,10,6,1,5,2,1,3,4
5806,7,7,8,3,7,6,10,5,8,5,9
5807,6,10,8,5,2,5,4,7,2,10,8
5808,7,8,2,9,1,6,2,4,3,9,3
5809,1,6,1,3,3,8,4,10,3,2,4
5810,6,9,9,5,10,1,2,4,8,2,10
5811,1,1,8,6,4,10,2,7,7,2,4
5812,7,1,6,9,4,2,6,3,4,9,6
5813,7,10,7,10,2,6,10,9,9,9,8
5814,5,8,6,9,5,2,10,6,6,8,9
5815,9,6,10,4,5,7,8,5,2,1,4
5816,10,9,9,6,3,6,6,6,3,10,3
5817,7,2,2,1,1,3,10,2,9,10,2
5818,7,9,8,8,6,9,2,8,1,7,1
5819,10,6,1,7,6,6,9,8,1,6,6
5820,7,7,7,3,3,4,6,9,6,4,9
5821,5,6,10,9,4,2,7,2,5,10,8
5822,4,1,4,7,9,3,7,1,6,1,9
5823,1,5,6,2,9,7,1,7,5,7,2
5824,9,1,8,2,6,4,4,2,4,4,9
5825,10,8,5,4,8,3,3,10,4,10,5
5826,9,10,5,5,7,6,4,2,6,8,8
5827,10,5,2,9,2,5,1,9,10,4,8
5828,1,6,1,3,5,8,10,3,1,7,10
5829,6,7,10,5,6,4,4,5,1,2,10
5830,3,4,3,3,10,6,9,1,8,5,7
5831,7,1,6,9,9,6,1,3,7,7,3
5832,5,8,7,7,2,9,2,9,2,9,1
5833,4,7,3,3,9,1,5,4,1,9,5
5834,5,10,1,7,5,9,7,2,6,7,4
5835,9,10,3,7,3,1,9,6,5,4,10
5836,6,9,3,6,9,2,3,10,3,4,7
5837,9,10,10,8,8,6,6,7,8,9,8
5838,7,5,7,2,5,8,10,3,6,6,6
5839,9,3,2,1,4,9,1,8,7,6,10
5840,2,7,6,7,7,4,10,5,5,5,2
5841,4,2,1,4,6,1,6,4,1,7,10
5842,7,7,7,2,9,8,5,8,7,2,1
5843,1,1,5,6,9,5,3,2,4,10,3
5844,7,4,10,6,1,9,8,2,7,10,1
5845,8,4,4,7,10,2,10,10,1,6,3
5846,7,1,4,5,5,5,9,3,2,3,9
5847,10,3,10,7,3,4,9,4,4,6,7
